"gbifID" "abstract" "accessRights" "accrualMethod" "accrualPeriodicity" "accrualPolicy" "alternative" "audience" "available" "bibliographicCitation" "conformsTo" "contributor" "coverage" "created" "creator" "date" "dateAccepted" "dateCopyrighted" "dateSubmitted" "description" "educationLevel" "extent" "format" "hasFormat" "hasPart" "hasVersion" "identifier" "instructionalMethod" "isFormatOf" "isPartOf" "isReferencedBy" "isReplacedBy" "isRequiredBy" "isVersionOf" "issued" "language" "license" "mediator" "medium" "modified" "provenance" "publisher" "references" "relation" "replaces" "requires" "rights" "rightsHolder" "source" "spatial" "subject" "tableOfContents" "temporal" "title" "type" "valid" "institutionID" "collectionID" "datasetID" "institutionCode" "collectionCode" "datasetName" "ownerInstitutionCode" "basisOfRecord" "informationWithheld" "dataGeneralizations" "dynamicProperties" "occurrenceID" "catalogNumber" "recordNumber" "recordedBy" "individualCount" "organismQuantity" "organismQuantityType" "sex" "lifeStage" "reproductiveCondition" "behavior" "establishmentMeans" "occurrenceStatus" "preparations" "disposition" "associatedReferences" "associatedSequences" "associatedTaxa" "otherCatalogNumbers" "occurrenceRemarks" "organismID" "organismName" "organismScope" "associatedOccurrences" "associatedOrganisms" "previousIdentifications" "organismRemarks" "materialSampleID" "eventID" "parentEventID" "fieldNumber" "eventDate" "eventTime" "startDayOfYear" "endDayOfYear" "year" "month" "day" "verbatimEventDate" "habitat" "samplingProtocol" "samplingEffort" "sampleSizeValue" "sampleSizeUnit" "fieldNotes" "eventRemarks" "locationID" "higherGeographyID" "higherGeography" "continent" "waterBody" "islandGroup" "island" "countryCode" "stateProvince" "county" "municipality" "locality" "verbatimLocality" "verbatimElevation" "verbatimDepth" "minimumDistanceAboveSurfaceInMeters" "maximumDistanceAboveSurfaceInMeters" "locationAccordingTo" "locationRemarks" "decimalLatitude" "decimalLongitude" "coordinateUncertaintyInMeters" "coordinatePrecision" "pointRadiusSpatialFit" "verbatimCoordinateSystem" "verbatimSRS" "footprintWKT" "footprintSRS" "footprintSpatialFit" "georeferencedBy" "georeferencedDate" "georeferenceProtocol" "georeferenceSources" "georeferenceVerificationStatus" "georeferenceRemarks" "geologicalContextID" "earliestEonOrLowestEonothem" "latestEonOrHighestEonothem" "earliestEraOrLowestErathem" "latestEraOrHighestErathem" "earliestPeriodOrLowestSystem" "latestPeriodOrHighestSystem" "earliestEpochOrLowestSeries" "latestEpochOrHighestSeries" "earliestAgeOrLowestStage" "latestAgeOrHighestStage" "lowestBiostratigraphicZone" "highestBiostratigraphicZone" "lithostratigraphicTerms" "group" "formation" "member" "bed" "identificationID" "identificationQualifier" "typeStatus" "identifiedBy" "dateIdentified" "identificationReferences" "identificationVerificationStatus" "identificationRemarks" "taxonID" "scientificNameID" "acceptedNameUsageID" "parentNameUsageID" "originalNameUsageID" "nameAccordingToID" "namePublishedInID" "taxonConceptID" "scientificName" "acceptedNameUsage" "parentNameUsage" "originalNameUsage" "nameAccordingTo" "namePublishedIn" "namePublishedInYear" "higherClassification" "kingdom" "phylum" "class" "order" "family" "genus" "subgenus" "specificEpithet" "infraspecificEpithet" "taxonRank" "verbatimTaxonRank" "vernacularName" "nomenclaturalCode" "taxonomicStatus" "nomenclaturalStatus" "taxonRemarks" "datasetKey" "publishingCountry" "lastInterpreted" "elevation" "elevationAccuracy" "depth" "depthAccuracy" "distanceAboveSurface" "distanceAboveSurfaceAccuracy" "issue" "mediaType" "hasCoordinate" "hasGeospatialIssues" "taxonKey" "acceptedTaxonKey" "kingdomKey" "phylumKey" "classKey" "orderKey" "familyKey" "genusKey" "subgenusKey" "speciesKey" "species" "genericName" "acceptedScientificName" "typifiedName" "protocol" "lastParsed" "lastCrawled" "repatriated" "coords.x1" "coords.x2" "optional"
"12" 1830856432 NA "" NA NA NA NA NA NA NA NA NA NA "" NA NA NA NA NA NA NA NA NA NA NA NA "566017" NA NA NA NA NA NA NA NA "" "CC_BY_4_0" NA NA "" NA NA "" NA NA NA NA "" NA NA NA NA NA NA "" NA "" "" "" "BioFokus" "BioFokus" "" "" "HUMAN_OBSERVATION" NA NA "" "566017" "566017" "" "Jansson, Ulrika" NA NA NA NA NA NA NA NA NA "" NA NA "" NA "" "" "" NA NA NA NA NA NA NA NA NA "772" "2017-09-04T00:00:00Z" NA NA NA 2017 9 4 "" "" "" NA NA NA NA "" NA NA "" "EUROPE" NA NA NA "NO" "Akershus" "Nes (Akershus)" "" "Øvre Finstad – NV for" "" "" "" NA NA NA NA 60.17019 11.377597 NA 10 NA "" "" NA NA NA NA NA NA NA NA "" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "" "" "Jansson, Ulrika" "2017-09-04T00:00:00Z" NA "" NA NA NA NA NA NA NA NA NA "Fissidens exilis Hedwig, 1801" NA NA "" NA NA NA "" "Plantae" "Bryophyta" "Bryopsida" "Fissidentales" "Fissidentaceae" "Fissidens" NA "exilis" NA "SPECIES" NA NA "" "ACCEPTED" NA "" "2e4cc37b-302e-4f1b-bbbb-1f674ff90e14" "NO" "2018-07-07T02:33:36.410Z" NA NA NA NA NA NA "GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED" "" "true" "false" 5283214 5283214 6 35 327 1336 4643 2673216 NA 5283214 "Fissidens exilis" "Fissidens" "Fissidens exilis Hedwig, 1801" "" "DWC_ARCHIVE" "2018-03-07T09:57:55.518Z" "2018-11-25T14:38:48.910Z" "true" 631915.991801504 6672740.0304535 TRUE
"13" 1828858237 NA "" NA NA NA NA NA NA NA NA NA NA "" NA NA NA NA NA NA NA NA NA NA NA NA "564468" NA NA NA NA NA NA NA NA "" "CC_BY_4_0" NA NA "" NA NA "" NA NA NA NA "" NA NA NA NA NA NA "" NA "" "" "" "BioFokus" "BioFokus" "" "" "PRESERVED_SPECIMEN" NA NA "" "564468" "564468" "" "Jansson, Ulrika" NA NA NA NA NA NA NA NA NA "" NA NA "" NA "" "" "" NA NA NA NA NA NA NA NA NA "803" "2017-08-30T00:00:00Z" NA NA NA 2017 8 30 "" "" "" NA NA NA NA "" NA NA "" "EUROPE" NA NA NA "NO" "Akershus" "Nes (Akershus)" "" "Søgarden Finstad – øst for" "" "" "" NA NA NA NA 60.16247 11.387259 NA 10 NA "" "" NA NA NA NA NA NA NA NA "" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "" "" "Jansson, Ulrika" "2017-08-30T00:00:00Z" NA "" NA NA NA NA NA NA NA NA NA "Fissidens exilis Hedwig, 1801" NA NA "" NA NA NA "" "Plantae" "Bryophyta" "Bryopsida" "Fissidentales" "Fissidentaceae" "Fissidens" NA "exilis" NA "SPECIES" NA NA "" "ACCEPTED" NA "" "2e4cc37b-302e-4f1b-bbbb-1f674ff90e14" "NO" "2018-07-07T15:49:37.646Z" NA NA NA NA NA NA "GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED" "" "true" "false" 5283214 5283214 6 35 327 1336 4643 2673216 NA 5283214 "Fissidens exilis" "Fissidens" "Fissidens exilis Hedwig, 1801" "" "DWC_ARCHIVE" "2018-03-02T09:54:19.244Z" "2018-11-25T14:38:48.466Z" "true" 632482.991300925 6671899.96955315 TRUE
"14" 1825522407 NA "" NA NA NA NA NA NA NA NA NA NA "" NA NA NA NA NA NA NA NA NA NA NA NA "urn:uuid:f13577a2-419c-4207-8e61-4e129e8cf30f" NA NA NA NA NA NA NA NA "" "CC_BY_4_0" NA NA "" NA NA "" NA NA NA NA "" NA NA NA NA NA NA "" NA "" "" "" "nbf" "so2-mosses" "" "" "PRESERVED_SPECIMEN" NA NA "" "urn:uuid:f13577a2-419c-4207-8e61-4e129e8cf30f" "18214924" "None" "Anders Breili" 30 NA NA NA NA NA NA NA NA "None" NA NA "None" NA "" "None" "None" NA NA NA NA NA NA NA NA NA "" "2017-10-14T00:00:00Z" NA NA NA 2017 10 14 "" "" "None" NA NA NA NA "" NA NA "" "" NA NA NA "NO" "Sogn og Fjordane" "Sogn og Fjordane" "" "Risevatnet, SV for, Bremanger, Sf" "" "None" "None" NA NA NA NA 61.751835 5.305082 10 NA NA "None" "None" NA NA NA NA NA NA NA NA "None" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "None" "" "" "" NA "" NA NA NA NA NA NA NA NA NA "Herbertus stramineus (Dumort.) Trevis." NA NA "" NA NA NA "" "Plantae" "Marchantiophyta" "Jungermanniopsida" "Jungermanniales" "Herbertaceae" "Herbertus" NA "stramineus" NA "SPECIES" NA NA "" "ACCEPTED" NA "" "b124e1e0-4755-430f-9eab-894f25a9b59c" "NO" "2018-07-17T14:28:46.457Z" NA NA NA NA NA NA "GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED" "" "true" "false" 4276928 4276928 6 9 126 381 2282 2689385 NA 4276928 "Herbertus stramineus" "Herbertus" "Herbertus stramineus (Dumort.) Trevis." "" "DWC_ARCHIVE" "2018-07-17T14:12:38.749Z" "2018-11-18T22:49:20.762Z" "true" 304972.58225108 6852077.19406281 TRUE
"15" 1825332347 NA "" NA NA NA NA NA NA NA NA NA NA "" NA NA NA NA NA NA NA NA NA NA NA NA "urn:uuid:e37924d6-c141-41b6-ad90-20b9f99f6293" NA NA NA NA NA NA NA NA "" "CC_BY_4_0" NA NA "" NA NA "" NA NA NA NA "" NA NA NA NA NA NA "" NA "" "" "" "nbf" "so2-mosses" "" "" "HUMAN_OBSERVATION" NA NA "" "urn:uuid:e37924d6-c141-41b6-ad90-20b9f99f6293" "18215018" "None" "Anders Breili" 100 NA NA NA NA NA NA NA NA "None" NA NA "None" NA "" "None" "None" NA NA NA NA NA NA NA NA NA "" "2017-10-14T00:00:00Z" NA NA NA 2017 10 14 "" "" "None" NA NA NA NA "" NA NA "" "" NA NA NA "NO" "Sogn og Fjordane" "Sogn og Fjordane" "" "Risevatnet, SV for, Bremanger, Sf" "" "None" "None" NA NA NA NA 61.751882 5.306681 10 NA NA "None" "None" NA NA NA NA NA NA NA NA "None" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "None" "" "" "" NA "" NA NA NA NA NA NA NA NA NA "Herbertus stramineus (Dumort.) Trevis." NA NA "" NA NA NA "" "Plantae" "Marchantiophyta" "Jungermanniopsida" "Jungermanniales" "Herbertaceae" "Herbertus" NA "stramineus" NA "SPECIES" NA NA "" "ACCEPTED" NA "" "b124e1e0-4755-430f-9eab-894f25a9b59c" "NO" "2018-07-17T14:09:47.992Z" NA NA NA NA NA NA "GEODETIC_DATUM_ASSUMED_WGS84;MULTIMEDIA_DATE_INVALID;COORDINATE_ROUNDED" "STILLIMAGE" "true" "false" 4276928 4276928 6 9 126 381 2282 2689385 NA 4276928 "Herbertus stramineus" "Herbertus" "Herbertus stramineus (Dumort.) Trevis." "" "DWC_ARCHIVE" "2018-07-17T14:04:02.648Z" "2018-11-18T22:44:08.079Z" "true" 305057.214379623 6852077.62717875 TRUE
"16" 1825106438 NA "" NA NA NA NA NA NA NA NA NA NA "" NA NA NA NA NA NA NA NA NA NA NA NA "urn:uuid:d31c957a-dda8-47b7-81fe-064f077e101e" NA NA NA NA NA NA NA NA "" "CC_BY_4_0" NA NA "" NA NA "" NA NA NA NA "" NA NA NA NA NA NA "" NA "" "" "" "nbf" "so2-mosses" "" "" "HUMAN_OBSERVATION" NA NA "" "urn:uuid:d31c957a-dda8-47b7-81fe-064f077e101e" "18214932" "None" "Anders Breili" 30 NA NA NA NA NA NA NA NA "None" NA NA "None" NA "" "None" "None" NA NA NA NA NA NA NA NA NA "" "2017-10-14T00:00:00Z" NA NA NA 2017 10 14 "" "" "None" NA NA NA NA "" NA NA "" "" NA NA NA "NO" "Sogn og Fjordane" "Sogn og Fjordane" "" "Risevatnet, SV for, Bremanger, Sf" "" "None" "None" NA NA NA NA 61.751831 5.307112 10 NA NA "None" "None" NA NA NA NA NA NA NA NA "None" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "None" "" "" "" NA "" NA NA NA NA NA NA NA NA NA "Herbertus stramineus (Dumort.) Trevis." NA NA "" NA NA NA "" "Plantae" "Marchantiophyta" "Jungermanniopsida" "Jungermanniales" "Herbertaceae" "Herbertus" NA "stramineus" NA "SPECIES" NA NA "" "ACCEPTED" NA "" "b124e1e0-4755-430f-9eab-894f25a9b59c" "NO" "2018-07-17T13:44:33.163Z" NA NA NA NA NA NA "GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED" "" "true" "false" 4276928 4276928 6 9 126 381 2282 2689385 NA 4276928 "Herbertus stramineus" "Herbertus" "Herbertus stramineus (Dumort.) Trevis." "" "DWC_ARCHIVE" "2018-07-17T13:33:26.891Z" "2018-11-18T22:37:35.561Z" "true" 305079.623600255 6852070.65993674 TRUE
"17" 1824935259 NA "" NA NA NA NA NA NA NA NA NA NA "" NA NA NA NA NA NA NA NA NA NA NA NA "urn:uuid:c6c037f6-dd56-4ef6-a650-81bd5dc21c2e" NA NA NA NA NA NA NA NA "" "CC_BY_4_0" NA NA "" NA NA "" NA NA NA NA "" NA NA NA NA NA NA "" NA "" "" "" "nbf" "so2-mosses" "" "" "HUMAN_OBSERVATION" NA NA "" "urn:uuid:c6c037f6-dd56-4ef6-a650-81bd5dc21c2e" "18214896" "None" "Anders Breili" 3 NA NA NA NA NA NA NA NA "None" NA NA "None" NA "" "None" "None" NA NA NA NA NA NA NA NA NA "" "2017-10-14T00:00:00Z" NA NA NA 2017 10 14 "" "" "None" NA NA NA NA "" NA NA "" "" NA NA NA "NO" "Sogn og Fjordane" "Sogn og Fjordane" "" "Risevatnet, SV for, Bremanger, Sf" "" "None" "None" NA NA NA NA 61.754063 5.298955 10 NA NA "None" "None" NA NA NA NA NA NA NA NA "None" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "None" "" "" "" NA "" NA NA NA NA NA NA NA NA NA "Herbertus stramineus (Dumort.) Trevis." NA NA "" NA NA NA "" "Plantae" "Marchantiophyta" "Jungermanniopsida" "Jungermanniales" "Herbertaceae" "Herbertus" NA "stramineus" NA "SPECIES" NA NA "" "ACCEPTED" NA "" "b124e1e0-4755-430f-9eab-894f25a9b59c" "NO" "2018-07-17T13:24:11.250Z" NA NA NA NA NA NA "GEODETIC_DATUM_ASSUMED_WGS84;MULTIMEDIA_DATE_INVALID;COORDINATE_ROUNDED" "STILLIMAGE" "true" "false" 4276928 4276928 6 9 126 381 2282 2689385 NA 4276928 "Herbertus stramineus" "Herbertus" "Herbertus stramineus (Dumort.) Trevis." "" "DWC_ARCHIVE" "2018-07-17T13:07:19.792Z" "2018-11-18T22:32:08.659Z" "true" 304663.557957655 6852343.49885793 TRUE
"18" 1824161061 NA "" NA NA NA NA NA NA NA NA NA NA "" NA NA NA NA NA NA NA NA NA NA NA NA "urn:uuid:8eb9286d-e8cd-4257-870b-e373bbfe9daa" NA NA NA NA NA NA NA NA "" "CC_BY_4_0" NA NA "" NA NA "" NA NA NA NA "" NA NA NA NA NA NA "" NA "" "" "" "nbf" "so2-mosses" "" "" "HUMAN_OBSERVATION" NA NA "" "urn:uuid:8eb9286d-e8cd-4257-870b-e373bbfe9daa" "18214949" "None" "Anders Breili" 20 NA NA NA NA NA NA NA NA "None" NA NA "None" NA "" "None" "None" NA NA NA NA NA NA NA NA NA "" "2017-10-14T00:00:00Z" NA NA NA 2017 10 14 "" "" "None" NA NA NA NA "" NA NA "" "" NA NA NA "NO" "Sogn og Fjordane" "Sogn og Fjordane" "" "Risevatnet, SV for, Bremanger, Sf" "" "None" "None" NA NA NA NA 61.753986 5.298371 10 NA NA "None" "None" NA NA NA NA NA NA NA NA "None" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "None" "" "" "" NA "" NA NA NA NA NA NA NA NA NA "Herbertus stramineus (Dumort.) Trevis." NA NA "" NA NA NA "" "Plantae" "Marchantiophyta" "Jungermanniopsida" "Jungermanniales" "Herbertaceae" "Herbertus" NA "stramineus" NA "SPECIES" NA NA "" "ACCEPTED" NA "" "b124e1e0-4755-430f-9eab-894f25a9b59c" "NO" "2018-07-17T12:06:09.534Z" NA NA NA NA NA NA "GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED" "" "true" "false" 4276928 4276928 6 9 126 381 2282 2689385 NA 4276928 "Herbertus stramineus" "Herbertus" "Herbertus stramineus (Dumort.) Trevis." "" "DWC_ARCHIVE" "2018-07-17T11:56:55.898Z" "2018-11-18T22:05:59.974Z" "true" 304632.270599835 6852336.68634398 TRUE
"19" 1823982704 NA "" NA NA NA NA NA NA NA NA NA NA "" NA NA NA NA NA NA NA NA NA NA NA NA "urn:uuid:81d44f7c-c470-4b94-ae28-ca7de99394fb" NA NA NA NA NA NA NA NA "" "CC_BY_4_0" NA NA "" NA NA "" NA NA NA NA "" NA NA NA NA NA NA "" NA "" "" "" "nbf" "so2-mosses" "" "" "PRESERVED_SPECIMEN" NA NA "" "urn:uuid:81d44f7c-c470-4b94-ae28-ca7de99394fb" "18214862" "None" "Anders Breili" 2 NA NA NA NA NA NA NA NA "None" NA NA "None" NA "" "None" "None" NA NA NA NA NA NA NA NA NA "" "2017-10-14T00:00:00Z" NA NA NA 2017 10 14 "" "" "None" NA NA NA NA "" NA NA "" "" NA NA NA "NO" "Sogn og Fjordane" "Sogn og Fjordane" "" "Risevatnet, SV for, Bremanger, Sf" "" "None" "None" NA NA NA NA 61.755015 5.296539 10 NA NA "None" "None" NA NA NA NA NA NA NA NA "None" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "None" "" "" "" NA "" NA NA NA NA NA NA NA NA NA "Herbertus stramineus (Dumort.) Trevis." NA NA "" NA NA NA "" "Plantae" "Marchantiophyta" "Jungermanniopsida" "Jungermanniales" "Herbertaceae" "Herbertus" NA "stramineus" NA "SPECIES" NA NA "" "ACCEPTED" NA "" "b124e1e0-4755-430f-9eab-894f25a9b59c" "NO" "2018-07-17T11:45:56.869Z" NA NA NA NA NA NA "GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED" "" "true" "false" 4276928 4276928 6 9 126 381 2282 2689385 NA 4276928 "Herbertus stramineus" "Herbertus" "Herbertus stramineus (Dumort.) Trevis." "" "DWC_ARCHIVE" "2018-07-17T11:30:53.915Z" "2018-11-18T21:59:49.806Z" "true" 304542.182756196 6852456.68927021 TRUE
"20" 1823044713 NA "" NA NA NA NA NA NA NA NA NA NA "" NA NA NA NA NA NA NA NA NA NA NA NA "urn:uuid:3e860aed-f52e-4334-badf-d831c194a735" NA NA NA NA NA NA NA NA "" "CC_BY_4_0" NA NA "" NA NA "" NA NA NA NA "" NA NA NA NA NA NA "" NA "" "" "" "nbf" "so2-mosses" "" "" "HUMAN_OBSERVATION" NA NA "" "urn:uuid:3e860aed-f52e-4334-badf-d831c194a735" "18214910" "None" "Anders Breili" 2 NA NA NA NA NA NA NA NA "None" NA NA "None" NA "" "None" "None" NA NA NA NA NA NA NA NA NA "" "2017-10-14T00:00:00Z" NA NA NA 2017 10 14 "" "" "None" NA NA NA NA "" NA NA "" "" NA NA NA "NO" "Sogn og Fjordane" "Sogn og Fjordane" "" "Risevatnet, SV for, Bremanger, Sf" "" "None" "None" NA NA NA NA 61.753663 5.299575 10 NA NA "None" "None" NA NA NA NA NA NA NA NA "None" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "None" "" "" "" NA "" NA NA NA NA NA NA NA NA NA "Herbertus stramineus (Dumort.) Trevis." NA NA "" NA NA NA "" "Plantae" "Marchantiophyta" "Jungermanniopsida" "Jungermanniales" "Herbertaceae" "Herbertus" NA "stramineus" NA "SPECIES" NA NA "" "ACCEPTED" NA "" "b124e1e0-4755-430f-9eab-894f25a9b59c" "NO" "2018-07-17T10:04:05.596Z" NA NA NA NA NA NA "GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED" "" "true" "false" 4276928 4276928 6 9 126 381 2282 2689385 NA 4276928 "Herbertus stramineus" "Herbertus" "Herbertus stramineus (Dumort.) Trevis." "" "DWC_ARCHIVE" "2018-07-17T09:50:58.537Z" "2018-11-18T21:28:28.081Z" "true" 304693.719872644 6852297.12835629 TRUE
"21" 1822397372 NA "" NA NA NA NA NA NA NA NA NA NA "" NA NA NA NA NA NA NA NA NA NA NA NA "urn:uuid:0fc3d55c-d729-43fc-aa25-25889e14b14d" NA NA NA NA NA NA NA NA "" "CC_BY_4_0" NA NA "" NA NA "" NA NA NA NA "" NA NA NA NA NA NA "" NA "" "" "" "nbf" "so2-mosses" "" "" "HUMAN_OBSERVATION" NA NA "" "urn:uuid:0fc3d55c-d729-43fc-aa25-25889e14b14d" "18214950" "None" "Anders Breili" 40 NA NA NA NA NA NA NA NA "None" NA NA "None" NA "" "None" "None" NA NA NA NA NA NA NA NA NA "" "2017-10-14T00:00:00Z" NA NA NA 2017 10 14 "" "" "None" NA NA NA NA "" NA NA "" "" NA NA NA "NO" "Sogn og Fjordane" "Sogn og Fjordane" "" "Risevatnet, SV for, Bremanger, Sf" "" "None" "None" NA NA NA NA 61.753991 5.29812 10 NA NA "None" "None" NA NA NA NA NA NA NA NA "None" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "None" "" "" "" NA "" NA NA NA NA NA NA NA NA NA "Herbertus stramineus (Dumort.) Trevis." NA NA "" NA NA NA "" "Plantae" "Marchantiophyta" "Jungermanniopsida" "Jungermanniales" "Herbertaceae" "Herbertus" NA "stramineus" NA "SPECIES" NA NA "" "ACCEPTED" NA "" "b124e1e0-4755-430f-9eab-894f25a9b59c" "NO" "2018-07-17T09:00:21.185Z" NA NA NA NA NA NA "GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED" "" "true" "false" 4276928 4276928 6 9 126 381 2282 2689385 NA 4276928 "Herbertus stramineus" "Herbertus" "Herbertus stramineus (Dumort.) Trevis." "" "DWC_ARCHIVE" "2018-07-17T08:49:10.728Z" "2018-11-18T21:07:03.966Z" "true" 304619.065008516 6852337.99713257 TRUE
"22" 1821768021 NA "" NA NA NA NA NA NA NA NA NA NA "" NA NA NA NA NA NA NA NA NA NA NA NA "559008" NA NA NA NA NA NA NA NA "" "CC_BY_4_0" NA NA "" NA NA "" NA NA NA NA "" NA NA NA NA NA NA "" NA "" "" "" "BioFokus" "BioFokus" "Skedsmo_raviner_2017" "" "HUMAN_OBSERVATION" NA NA "" "559008" "559008" "" "Høitomt, Torbjørn; Høitomt, Lars Erik" NA NA NA NA NA NA NA NA NA "" NA NA "" NA "" "" "" NA NA NA NA NA NA NA NA NA "235" "2017-11-02T00:00:00Z" NA NA NA 2017 11 2 "" "" "" NA NA NA NA "" NA NA "" "EUROPE" NA NA NA "NO" "Akershus" "Skedsmo" "" "SSE Vestvollen" "" "" "" NA NA NA NA 59.990562 11.03898 NA 7 NA "" "" NA NA NA NA NA NA NA NA "" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "" "" "Høitomt, Torbjørn" "2017-11-02T00:00:00Z" NA "" NA NA NA NA NA NA NA NA NA "Fissidens exilis Hedwig, 1801" NA NA "" NA NA NA "" "Plantae" "Bryophyta" "Bryopsida" "Fissidentales" "Fissidentaceae" "Fissidens" NA "exilis" NA "SPECIES" NA NA "" "ACCEPTED" NA "" "2e4cc37b-302e-4f1b-bbbb-1f674ff90e14" "NO" "2018-07-07T22:53:34.011Z" 172 NA NA NA NA NA "GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED" "" "true" "false" 5283214 5283214 6 35 327 1336 4643 2673216 NA 5283214 "Fissidens exilis" "Fissidens" "Fissidens exilis Hedwig, 1801" "" "DWC_ARCHIVE" "2018-04-25T09:31:17.891Z" "2018-11-25T14:38:47.404Z" "true" 613749.976485751 6652113.05396225 TRUE
"23" 1821767933 NA "" NA NA NA NA NA NA NA NA NA NA "" NA NA NA NA NA NA NA NA NA NA NA NA "559002" NA NA NA NA NA NA NA NA "" "CC_BY_4_0" NA NA "" NA NA "" NA NA NA NA "" NA NA NA NA NA NA "" NA "" "" "" "BioFokus" "BioFokus" "Skedsmo_raviner_2017" "" "HUMAN_OBSERVATION" NA NA "" "559002" "559002" "" "Høitomt, Torbjørn; Høitomt, Lars Erik" NA NA NA NA NA NA NA NA NA "" NA NA "" NA "" "" "" NA NA NA NA NA NA NA NA NA "235" "2017-11-02T00:00:00Z" NA NA NA 2017 11 2 "" "" "" NA NA NA NA "" NA NA "" "EUROPE" NA NA NA "NO" "Akershus" "Skedsmo" "" "SSE Vestvollen" "" "" "" NA NA NA NA 59.990834 11.038799 NA 7 NA "" "" NA NA NA NA NA NA NA NA "" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "" "" "Høitomt, Torbjørn" "2017-11-02T00:00:00Z" NA "" NA NA NA NA NA NA NA NA NA "Fissidens exilis Hedwig, 1801" NA NA "" NA NA NA "" "Plantae" "Bryophyta" "Bryopsida" "Fissidentales" "Fissidentaceae" "Fissidens" NA "exilis" NA "SPECIES" NA NA "" "ACCEPTED" NA "" "2e4cc37b-302e-4f1b-bbbb-1f674ff90e14" "NO" "2018-07-07T22:53:34.140Z" 176 NA NA NA NA NA "GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED" "" "true" "false" 5283214 5283214 6 35 327 1336 4643 2673216 NA 5283214 "Fissidens exilis" "Fissidens" "Fissidens exilis Hedwig, 1801" "" "DWC_ARCHIVE" "2018-04-25T09:31:17.892Z" "2018-11-25T14:38:47.410Z" "true" 613738.947541536 6652143.02513793 TRUE
"24" 1806486902 NA "" NA NA NA NA NA NA NA NA NA NA "" NA NA NA NA NA NA NA NA NA NA NA NA "urn:catalog:TRH:B:93359/1" NA NA NA NA NA NA NA NA "" "CC_BY_4_0" NA NA "2015-02-07T00:00:00Z" NA NA "" NA NA NA NA "" NA NA NA NA NA NA "" NA "" "" "" "TRH" "B" "" "" "PRESERVED_SPECIMEN" NA NA "" "urn:catalog:TRH:B:93359/1" "93359/1" "M7013" "Anders Breili, Lars Dalen, Gunn-Anne Sommersel, Kåre Arnstein Lye, Geir Arne Evje, Dag Hovind, Asbjørn Erdal, Torbjørn Høitomt" NA NA NA NA NA NA NA NA NA "" NA NA "" NA "" "" "" NA NA NA NA NA NA NA NA NA "" "2017-07-10T00:00:00Z" NA NA NA 2017 7 10 "" "Rikelig i nordvendt fukthei." "" NA NA NA NA "" NA NA "" "" NA NA NA "NO" "Sogn og Fjordane" "Eid" "" "Holevassegga, N for" "" "" "" NA NA NA NA 61.959774 5.801275 10 NA NA "" "" NA NA NA NA NA NA NA NA "" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "" "" "Anders Breili, Lars Dalen, Gunn-Anne Sommersel, Kåre Arnstein Lye, Geir Arne Evje, Dag Hovind, Asbjørn Erdal, Torbjørn Høitomt" "2017-07-10T00:00:00Z" NA "" NA NA NA NA NA NA NA NA NA "Anastrophyllum donnianum (Hook.) Steph." NA NA "" NA NA NA "" "Plantae" "Marchantiophyta" "Jungermanniopsida" "Jungermanniales" "Anastrophyllaceae" "Anastrophyllum" NA "donnianum" NA "SPECIES" NA NA "" "ACCEPTED" NA "" "6728c42d-c4b6-4fda-a211-5ad1bb59cda4" "NO" "2018-07-07T06:29:46.712Z" NA NA NA NA NA NA "GEODETIC_DATUM_ASSUMED_WGS84" "" "true" "false" 2689413 2689413 6 9 126 381 2292 2689412 NA 2689413 "Anastrophyllum donnianum" "Anastrophyllum" "Anastrophyllum donnianum (Hook.) Steph." "" "DWC_ARCHIVE" "2018-02-13T21:11:30.454Z" "2018-11-25T14:41:38.636Z" "true" 332287.245710787 6873832.52097203 TRUE
